ITEM_DESCRIPTION	CATEGORY	SUPPLIER
Free Standing Furniture	Furniture and Furnishings	3B INDUSTRIES INC
canned white beans in red sauce	Food Beverage and Tobacco Products	ABC Ventures LLC
canned pinto beans	Food Beverage and Tobacco Products	ABC Ventures LLC
conference room rental	Furniture and Furnishings	Oxnard Performing Arts & Convention Center (PACC)
juice pear/apple 4oz	Food Beverage and Tobacco Products	3B INDUSTRIES INC
rental of postage meter	"Office Equipment, Accessories and Supplies"	PITNEY BOWES
"Eggs,whole liquid ,non-fat"	Food Beverage and Tobacco Products	3B INDUSTRIES INC
Blanket Purchase Order for Office Furniture	Furniture and Furnishings	3B INDUSTRIES INC
un crystal reports for enterprise	Furniture and Furnishings	CIRRUS ENVIRONMENTAL INC
"Stamp, Pre-Inked Custom #XSTN24"	"Office Equipment, Accessories and Supplies"	Value Business Products
3RD QUARTER FOOD ORDERS	Food Beverage and Tobacco Products	Adolph Inc.
3RD QUARTER FOOD ORDERS	Food Beverage and Tobacco Products	"San Joaquin Distributors, Inc."
3RD QUARTER FOOD ORDERS	Food Beverage and Tobacco Products	"San Joaquin Distributors, Inc."
Right Side Exit Tray (for       incoming faxes)	"Office Equipment, Accessories and Supplies"	"Smile Business Products, Inc"
"AR-D5133NT - Surge Protector (120V, 150AMP)"	"Office Equipment, Accessories and Supplies"	"Smile Business Products, Inc"
MX-FNX9 - 50-Sheet Inner Stapler/Finisher	"Office Equipment, Accessories and Supplies"	"Smile Business Products, Inc"
Pineapple Tidbits	Food Beverage and Tobacco Products	Golden State Provisions INC.
Cereal Rolled Wheat	Food Beverage and Tobacco Products	"San Joaquin Distributors, Inc."
Cereal Cornmeal Hot	Food Beverage and Tobacco Products	"San Joaquin Distributors, Inc."
electric stapler	"Office Equipment, Accessories and Supplies"	Burkett's Office Supplies
envelope moisteners	"Office Equipment, Accessories and Supplies"	Burkett's Office Supplies
FY 12/13 maintenance	"Office Equipment, Accessories and Supplies"	"Smile Business Products, Inc"
dry erase markers	"Office Equipment, Accessories and Supplies"	Burkett's Office Supplies
"Surge Protector (120V, 15AMP)"	"Office Equipment, Accessories and Supplies"	"Smile Business Products, Inc"
Right Side Exit Tray (for       incoming faxes)	"Office Equipment, Accessories and Supplies"	"Smile Business Products, Inc"
Digital Black & White Copier/Printer/Scanner	"Office Equipment, Accessories and Supplies"	"Smile Business Products, Inc"
Sharp Digital Color Copier/ Printer/Scanner	"Office Equipment, Accessories and Supplies"	"Smile Business Products, Inc"
50-Sheet Inner Stapler/Finisher	"Office Equipment, Accessories and Supplies"	"Smile Business Products, Inc"
3 hole punch unit for copier	"Office Equipment, Accessories and Supplies"	"Smile Business Products, Inc"
Post Script Expansion Kit	"Office Equipment, Accessories and Supplies"	"Smile Business Products, Inc"
MX-FNX9 - 50-Sheet Inner Stapler/Finisher	"Office Equipment, Accessories and Supplies"	"Smile Business Products, Inc"
Digital Black & White Copier/Printer/Scanner	"Office Equipment, Accessories and Supplies"	"Smile Business Products, Inc"
Post Script Expansion Kit	"Office Equipment, Accessories and Supplies"	"Smile Business Products, Inc"
"AR-D5133NT - Surge Protector (12V, 150AMP)"	"Office Equipment, Accessories and Supplies"	"Smile Business Products, Inc"
50-Sheet Inner Stapler/Finisher	"Office Equipment, Accessories and Supplies"	"Smile Business Products, Inc"
"LETTUCE, SHREDDED"	Food Beverage and Tobacco Products	"Superior Produce, Inc."
digital copier/scanner	"Office Equipment, Accessories and Supplies"	"Smile Business Products, Inc"
"AR-D5133NT - Surge Protector (120V, 15AMP)"	"Office Equipment, Accessories and Supplies"	"Smile Business Products, Inc"
FY 12/13 maintenance	"Office Equipment, Accessories and Supplies"	"Smile Business Products, Inc"
digital copier/scanner	"Office Equipment, Accessories and Supplies"	"Smile Business Products, Inc"
HANDHELD SCANNERS	"Office Equipment, Accessories and Supplies"	"Pitney Bowes, Inc"
6-section yellow classification folders	"Office Equipment, Accessories and Supplies"	Spectrum Office Products
Bookcase for the Cowell Ranger Station.	Furniture and Furnishings	3B INDUSTRIES INC
"SMD Hanging File Folder,1/5Tab,Ltr,Purple,25Bx"	"Office Equipment, Accessories and Supplies"	THE PRIMARY SOURCE
Office Supply Reorder	"Office Equipment, Accessories and Supplies"	THE PRIMARY SOURCE
3RD QUARTER FOOD ORDERS	Food Beverage and Tobacco Products	Christian Bartels Enterprises Inc. dba CB Enterprises
3RD QUARTER FOOD ORDERS	Food Beverage and Tobacco Products	Christian Bartels Enterprises Inc. dba CB Enterprises
XEROX TONER CARTRIDGE FOR WORKCENTRE	"Office Equipment, Accessories and Supplies"	AAA Wholesale Co. Inc.
Self Inking Stamp	"Office Equipment, Accessories and Supplies"	THE PRIMARY SOURCE
"SMD File Folder,1/3 Tab,Ltr,Red,100Bx"	"Office Equipment, Accessories and Supplies"	THE PRIMARY SOURCE
"SMD Hanging File Folder,1/5Tab,Ltr,Red,25Bx"	"Office Equipment, Accessories and Supplies"	THE PRIMARY SOURCE
"Quartet Dry Erase Board,36x24,White,Alum Frame"	"Office Equipment, Accessories and Supplies"	THE PRIMARY SOURCE
"SMD File Folder,1/3 Tab,Ltr,Purple,100Bx"	"Office Equipment, Accessories and Supplies"	THE PRIMARY SOURCE
malt vinegar 12oz. bottles	Food Beverage and Tobacco Products	A&R Provisions
office furniture	Furniture and Furnishings	Prison Industry Authority
"TURKEY BREAST, PRE-COOKED, SOLID MUSCLE, BONELESS"	Food Beverage and Tobacco Products	"Levin & Lawrence, Inc. Dba Michael Levin Trading"
"Produce: Apples, bananas, bell peppers"	Food Beverage and Tobacco Products	"rdk distributing co., llc"
3RD QUARTER FOOD ORDERS	Food Beverage and Tobacco Products	Prison Industry Authority
"D-RING BINDER, BLACK  371700.1680"	"Office Equipment, Accessories and Supplies"	Prison Industry Authority
"D-RING, BLACK  370200.1680"	"Office Equipment, Accessories and Supplies"	Prison Industry Authority
"JUICE, APPLE / PEAR BLEND 100% JUICE"	Food Beverage and Tobacco Products	Prison Industry Authority
c file w/o microfiche	"Office Equipment, Accessories and Supplies"	Prison Industry Authority
"BREAD, HOAGIE ROLLS, PEANUT BUTTER"	Food Beverage and Tobacco Products	Prison Industry Authority
Halal Breaded Chicken Patties	Food Beverage and Tobacco Products	SILVER FOODS EXPRESS DISTRIBUTION
"Toner, Inkcart, F/ HP920XL Cyn"	"Office Equipment, Accessories and Supplies"	MMG Technology Group Inc
"Drum, F/CP6015, Cyn"	"Office Equipment, Accessories and Supplies"	MMG Technology Group Inc
"Toner, Inkcart, F/ HP920XL Yellow"	"Office Equipment, Accessories and Supplies"	MMG Technology Group Inc
"split, chicken breast"	Food Beverage and Tobacco Products	A&R Provisions
graham crackers/ ind. packs	Food Beverage and Tobacco Products	Adolph Inc.
"Drum, MLT-R607K Black Drum, 100,000 Yield"	"Office Equipment, Accessories and Supplies"	Western Blue Corporation
AR-P19 - Printer Expansion Kit	"Office Equipment, Accessories and Supplies"	Sharp Electronics Corporation
AR-PK5P1 - Postscript 3 Expansion Kit	"Office Equipment, Accessories and Supplies"	Sharp Electronics Corporation
AR-FX8P1 - Fax Expansion Kit	"Office Equipment, Accessories and Supplies"	Sharp Electronics Corporation
AR-MM9 - 8 MB Memory Expansion for Fax Expansion	"Office Equipment, Accessories and Supplies"	Sharp Electronics Corporation
MX-NSX1P1 - Network Scanner Expansion Kit	"Office Equipment, Accessories and Supplies"	Sharp Electronics Corporation
Fish: Breaded and Pollack	Food Beverage and Tobacco Products	Seafood Dimensions Intn'l Inc.
Creamer non-dairy	Food Beverage and Tobacco Products	HOM DISTRIBUTION COMPANY
"rice, long grain"	Food Beverage and Tobacco Products	ABC VENTURES
"ACCU-STAMP Gel Ink Refill, Red, 0.35 oz Bottle"	"Office Equipment, Accessories and Supplies"	SUNRISE STATIONERS
"ACCU-STAMP Gel Ink Refill, Blue, 0.35 oz Bottle"	"Office Equipment, Accessories and Supplies"	SUNRISE STATIONERS
"CUCUMBERS, SLICED"	Food Beverage and Tobacco Products	"Superior Produce, Inc."
misc. food and produce	Food Beverage and Tobacco Products	US FOODSERVICE
"beef, chicken, turkey, veal, pork"	Food Beverage and Tobacco Products	US FOODSERVICE
"ONIONS, RED  SLICED"	Food Beverage and Tobacco Products	"Superior Produce, Inc."
"COLESLAW, W/COLOR"	Food Beverage and Tobacco Products	"Superior Produce, Inc."
Chocolate Cake Mix	Food Beverage and Tobacco Products	"San Joaquin Distributors, Inc."
Cake Mix Corn Bread	Food Beverage and Tobacco Products	"San Joaquin Distributors, Inc."
Post Script Expansion Kit	"Office Equipment, Accessories and Supplies"	"Smile Business Products, Inc"
STANDARD ENVELOPE	"Office Equipment, Accessories and Supplies"	Response Envelope
50-Sheet Inner Stapler/Finisher	"Office Equipment, Accessories and Supplies"	"Smile Business Products, Inc"
Digital Black & White Copier/Printer/Scanner	"Office Equipment, Accessories and Supplies"	"Smile Business Products, Inc"
Right Side Exit Tray (for       incoming faxes)	"Office Equipment, Accessories and Supplies"	"Smile Business Products, Inc"
3rd qtr food order	Food Beverage and Tobacco Products	Seafood Dimensions Intn'l Inc.
"Five Year Maintenance, 60 Months (35% taxable)"	"Office Equipment, Accessories and Supplies"	"Smile Business Products, Inc"
"AR-D5133NT - Surge Protector (120V, 150AMP)"	"Office Equipment, Accessories and Supplies"	"Smile Business Products, Inc"
MX-FNX9 - 50-Sheet Inner Stapler/Finisher	"Office Equipment, Accessories and Supplies"	"Smile Business Products, Inc"
MX-FNX9 - 50-Sheet Inner Stapler/Finisher	"Office Equipment, Accessories and Supplies"	"Smile Business Products, Inc"
"corn tortillas, flour tortillas"	Food Beverage and Tobacco Products	Seafood Dimensions Intn'l Inc.
Various Fresh Produce	Food Beverage and Tobacco Products	Christian Bartels Enterprises Inc. dba CB Enterprises
Beverage Granules	Food Beverage and Tobacco Products	Christian Bartels Enterprises Inc. dba CB Enterprises
Ganging Ultility Chairs	Furniture and Furnishings	Prison Industry Authority
"Hanging File Folders, Letter, Green"	"Office Equipment, Accessories and Supplies"	THE PRIMARY SOURCE
3rd qtr food order	Food Beverage and Tobacco Products	Prison Industry Authority
"DSK, PRMR, 36X72, LFT PED, CHERRY"	Furniture and Furnishings	Prison Industry Authority
celery stalk trimmed	Food Beverage and Tobacco Products	"rdk distributing co., llc"
"Toner Cartridge, HP 34X,Black, Dual Pack"	"Office Equipment, Accessories and Supplies"	Technology Integration Group
"Toner Cartridge, HP 05X, Black, Dual Pack"	"Office Equipment, Accessories and Supplies"	Technology Integration Group
HP Printer Toner	"Office Equipment, Accessories and Supplies"	Technology Integration Group
"TONER, BLACK, Q5950A"	"Office Equipment, Accessories and Supplies"	Technology Integration Group
"TONER, MAGENTA, C9722A"	"Office Equipment, Accessories and Supplies"	Technology Integration Group
"TONER, MAGENTA, Q5953A"	"Office Equipment, Accessories and Supplies"	Technology Integration Group
"Table, PRMR, RCTRCK, 36 x 72, Cherry"	Furniture and Furnishings	Prison Industry Authority
Executive Center with set in place fee	Furniture and Furnishings	Prison Industry Authority
"CRDZA, PRMR, 21x72, DRW/DR, Cherry"	Furniture and Furnishings	Prison Industry Authority
"Costumer, Wood Cherry Coat Rack"	Furniture and Furnishings	Prison Industry Authority
Samung Transfer Belt for CLP-775nd	"Office Equipment, Accessories and Supplies"	MMG Technology Group Inc
onion dry yellow	Food Beverage and Tobacco Products	"rdk distributing co., llc"
"pepper chile, green jalapeno"	Food Beverage and Tobacco Products	"rdk distributing co., llc"
3RD QUARTER FOOD ORDERS	Food Beverage and Tobacco Products	ABC Ventures LLC
3RD QUARTER FOOD ORDERS	Food Beverage and Tobacco Products	ABC Ventures LLC
Country Breakfast Pot Pie	Food Beverage and Tobacco Products	The Spaulding Company
"breakfast, lunch, dinner kosher meal"	Food Beverage and Tobacco Products	Elements Food Group
"COLESLAW,  W/COLOR"	Food Beverage and Tobacco Products	"Superior Produce, Inc."
"ONIONS, RED DICED"	Food Beverage and Tobacco Products	"Superior Produce, Inc."
"Bananas, Petite, 150 per case"	Food Beverage and Tobacco Products	Coast Tropical
"Carrots, Fresh 25 lb bag"	Food Beverage and Tobacco Products	Coast Tropical
Toner Panafax UG5510	"Office Equipment, Accessories and Supplies"	"Advantage Imaging Supply, Inc"
Toner Laserjet 1020 12A	"Office Equipment, Accessories and Supplies"	"Advantage Imaging Supply, Inc"
"Onions, 50 lb bag"	Food Beverage and Tobacco Products	Coast Tropical
"Cabbage, 24 heads per case"	Food Beverage and Tobacco Products	Coast Tropical
Toner Savin 2055 DP	"Office Equipment, Accessories and Supplies"	"Advantage Imaging Supply, Inc"
foast beef   fruit   juice	Food Beverage and Tobacco Products	US FOODSERVICE
misc. food and produce	Food Beverage and Tobacco Products	US FOODSERVICE
"beef patty halal, chicken halal"	Food Beverage and Tobacco Products	US FOODSERVICE
3rd qtr food order	Food Beverage and Tobacco Products	Seacat Enterprises
paperclip holder	"Office Equipment, Accessories and Supplies"	Burkett's Office Supplies
hanging file folders	"Office Equipment, Accessories and Supplies"	Burkett's Office Supplies
"Surge Protector (120V, 15AMP)"	"Office Equipment, Accessories and Supplies"	"Smile Business Products, Inc"
Digital Black & White Copier/Printer/Scanner	"Office Equipment, Accessories and Supplies"	"Smile Business Products, Inc"
50-Sheet Inner Stapler/Finisher	"Office Equipment, Accessories and Supplies"	"Smile Business Products, Inc"
50-Sheet Inner Stapler/Finisher	"Office Equipment, Accessories and Supplies"	"Smile Business Products, Inc"
Post Script Expansion Kit	"Office Equipment, Accessories and Supplies"	"Smile Business Products, Inc"
50-Sheet Inner Stapler/Finisher	"Office Equipment, Accessories and Supplies"	"Smile Business Products, Inc"
Post Script Expansion Kit	"Office Equipment, Accessories and Supplies"	"Smile Business Products, Inc"
Right Side Exit Tray (for       incoming faxes)	"Office Equipment, Accessories and Supplies"	"Smile Business Products, Inc"
50-Sheet Inner Stapler/Finisher	"Office Equipment, Accessories and Supplies"	"Smile Business Products, Inc"
Digital Black & White Copier/Printer/Scanner	"Office Equipment, Accessories and Supplies"	"Smile Business Products, Inc"
Digital Black & White Copier/Printer/Scanner	"Office Equipment, Accessories and Supplies"	"Smile Business Products, Inc"
Post Script Expansion Kit	"Office Equipment, Accessories and Supplies"	"Smile Business Products, Inc"
"Surge Protector (120V, 15AMP)"	"Office Equipment, Accessories and Supplies"	"Smile Business Products, Inc"
Digital Black & White Copier/Printer/Scanner	"Office Equipment, Accessories and Supplies"	"Smile Business Products, Inc"
Right Side Exit Tray (for       incoming faxes)	"Office Equipment, Accessories and Supplies"	"Smile Business Products, Inc"
Digital Black & White Copier/Printer/Scanner	"Office Equipment, Accessories and Supplies"	"Smile Business Products, Inc"
Digital Copier/Scanner	"Office Equipment, Accessories and Supplies"	"Smile Business Products, Inc"
Mx-FNX9 - 50-Sheet Inner Stapler/Finisher	"Office Equipment, Accessories and Supplies"	"Smile Business Products, Inc"
Chicken & Beef Taco Meat	Food Beverage and Tobacco Products	Golden State Provisions INC.
drink mix sugar free assorted	Food Beverage and Tobacco Products	Christian Bartels Enterprises Inc. dba CB Enterprises
CARTRIDGE HP LASER JEY P4015 CC364A	"Office Equipment, Accessories and Supplies"	Technology Integration Group
CARTRIDGE HP LASER JET P 3005 PRINTER	"Office Equipment, Accessories and Supplies"	Technology Integration Group
CARTRIDGE HP LASER JET 1320 PRINTER	"Office Equipment, Accessories and Supplies"	Technology Integration Group
TONER CARTRIDGE HP LASER JET 1200 C7115A	"Office Equipment, Accessories and Supplies"	Technology Integration Group
"BREAD, HOAGIE ROLLS"	Food Beverage and Tobacco Products	Earthgrains/Sara Lee
coleslaw precut 20lb/cs	Food Beverage and Tobacco Products	Bonanza Produce
"LETTUCE, CHOPPED W/COLOR"	Food Beverage and Tobacco Products	"Superior Produce, Inc."
