ITEM_DESCRIPTION	CATEGORY	SUPPLIER
"Carrot Shredded, 20# bag"	Food Beverage and Tobacco Products	"Superior Produce, Inc."
"Toner Cartridge, Cyan, LLHPCA00144"	"Office Equipment, Accessories and Supplies"	Technology Integration Group
"Toner Cartridge, Yellow"	"Office Equipment, Accessories and Supplies"	Technology Integration Group
"Toner, HP05A - CE505A"	"Office Equipment, Accessories and Supplies"	Technology Integration Group
"Beverage base, sugar free"	Food Beverage and Tobacco Products	Christian Bartels Enterprises Inc. dba CB Enterprises
"Food Stuff for 2012-2013 School Year, Dinner"	Food Beverage and Tobacco Products	US FOODSERVICE
"oats, rolled, regular cooking"	Food Beverage and Tobacco Products	"San Joaquin Distributors, Inc."
"Beans, small white"	Food Beverage and Tobacco Products	INTERSECT USA
Sack Lunches for Fire fighters	Food Beverage and Tobacco Products	MILITARY & SHIP SUPPLY HOUSE
CTCE255A for HP P3015	"Office Equipment, Accessories and Supplies"	MEREDITH DIGITAL
PRMHMQ5421A  Prem. Brand LJ 4250 Main. Ki	"Office Equipment, Accessories and Supplies"	The Very Last Word
CATCU006808 GRAHAM CATCU006809 PENN	Furniture and Furnishings	"North Tree Enterprises, Inc"
CLJ 2820/2830/2840 Fusing Assembly	"Office Equipment, Accessories and Supplies"	Ustream Inc
BEEF PATTY HALAL	Food Beverage and Tobacco Products	SILVER FOODS EXPRESS DISTRIBUTION
Lentil Dry (40 bags)	Food Beverage and Tobacco Products	INTERSECT USA
Sack Lucnhes for Fire Fighters	Food Beverage and Tobacco Products	MILITARY & SHIP SUPPLY HOUSE
Meter Rental Digital Mail Machine DM 800	"Office Equipment, Accessories and Supplies"	"Pitney Bowes, Inc"
"Peas, Split Dry (20 Bags)"	Food Beverage and Tobacco Products	INTERSECT USA
Frozen Tritaters	Food Beverage and Tobacco Products	French Fry Xpress
ORANGE US#1 113 CT 37 LB/CT WELL COLORED	Food Beverage and Tobacco Products	Swift Produce Inc
Industrial Cabinet	Furniture and Furnishings	MCMASTER CARR
"Tortillas, 5 1/2"	Food Beverage and Tobacco Products	Seafood Dimensions Intn'l Inc.
"Tomato sauce, green chili, picante"	Food Beverage and Tobacco Products	MARC BECKER DIESEL FUEL INJECTION
"Flour, All Purpose"	Food Beverage and Tobacco Products	"San Joaquin Distributors, Inc."
HP 64A for LaserJet P4014N	"Office Equipment, Accessories and Supplies"	Technology Integration Group
fajita chicken cubes	Food Beverage and Tobacco Products	Prison Industry Authority
teriyaki chicken	Food Beverage and Tobacco Products	Prison Industry Authority
"TURKEY, SMOKED AND CHEESE"	Food Beverage and Tobacco Products	McGinty Sales Company
TURKEY BOLOGNA AND CHEESE	Food Beverage and Tobacco Products	McGinty Sales Company
INDIGENT ENVELOPES	"Office Equipment, Accessories and Supplies"	Prison Industry Authority
HP TONER LASERJET 3015	"Office Equipment, Accessories and Supplies"	Technology Integration Group
Week #9/ 1st Qtr fresh produce order	Food Beverage and Tobacco Products	"Superior Produce, Inc."
HP TONER LASERJET 4000 / 4000 TN	"Office Equipment, Accessories and Supplies"	Technology Integration Group
"Rubber Finger, Envelope, Wrap, Divider, Wallet"	"Office Equipment, Accessories and Supplies"	National Office Solutions
foam-lined mailer	"Office Equipment, Accessories and Supplies"	National Office Solutions
"diced chicken, 10 lb/pk"	Food Beverage and Tobacco Products	US FOODSERVICE
Tortilla chips/Ind. Pack / 104/1ozpk/cs	Food Beverage and Tobacco Products	Adolph Inc.
POTATO DICED DEHYRTD	Food Beverage and Tobacco Products	Adolph Inc.
Bologna bagel dog	Food Beverage and Tobacco Products	The Spaulding Company
"Ink cartridge, Cyan,"	"Office Equipment, Accessories and Supplies"	Technology Integration Group
testing equipment	Food Beverage and Tobacco Products	"Horizon Business Solutions, Inc."
Full Side Rails for IH820 Bed	Furniture and Furnishings	"TAGG Industries, Inc."
"Beans, red california"	Food Beverage and Tobacco Products	INTERSECT USA
"Beans, black-eyed"	Food Beverage and Tobacco Products	INTERSECT USA
"Chair, Madison, black"	Furniture and Furnishings	Prison Industry Authority
VARIOUS FRESH PRODUCE	Food Beverage and Tobacco Products	Florance Distributing Company Inc
amend to add one sharp copy machine maintenance	"Office Equipment, Accessories and Supplies"	Sharp Electronics Corporation
"manila folders, envelopes, binders"	"Office Equipment, Accessories and Supplies"	National Office Solutions
MKITP2015 HP Maintenance Kit for P2015	"Office Equipment, Accessories and Supplies"	The Very Last Word
MKITP3005 HP LJ P3005 Main. Kit	"Office Equipment, Accessories and Supplies"	The Very Last Word
RM1-6274 HP LJ P3015 Fuser Assembly	"Office Equipment, Accessories and Supplies"	The Very Last Word
Q75802A Fuser Assembly for HP LJ 4700	"Office Equipment, Accessories and Supplies"	The Very Last Word
"Sweet Pickle Relish, 4/1gal per case(5 cases)"	Food Beverage and Tobacco Products	"Titus Enterprises, Inc."
"apples, bananas, carrots, etc."	Food Beverage and Tobacco Products	General Produce Co
printer maintenance kit for LJ P4015	"Office Equipment, Accessories and Supplies"	The Very Last Word
printer maintenance kit for LJ P4250	"Office Equipment, Accessories and Supplies"	The Very Last Word
"Hot Links, Hot Dog,"	Food Beverage and Tobacco Products	Prison Industry Authority
"SYRUP, MAPLE, IMITATION"	Food Beverage and Tobacco Products	Highland Wholesale Foods Inc
Soup Base / Beef Flavor / Vegetarian	Food Beverage and Tobacco Products	Adolph Inc.
Adhesive Remover Wipes	"Office Equipment, Accessories and Supplies"	"TAGG Industries, Inc."
Corn Flakes / Toasted Oat Rings	Food Beverage and Tobacco Products	Christian Bartels Enterprises Inc. dba CB Enterprises
Photocopier Maintenance	"Office Equipment, Accessories and Supplies"	"Ricoh USA, Inc."
Electric 3 Hole Punch	"Office Equipment, Accessories and Supplies"	National Office Solutions
CHICKEN/ BEEF FRANKS	Food Beverage and Tobacco Products	Prison Industry Authority
"mule creek blend, caffeinated.  6 5lb/cs"	Food Beverage and Tobacco Products	Prison Industry Authority
BEVERAGE BASE INDIVIDUAL SERVING 500 EACH/CASE	Food Beverage and Tobacco Products	Christian Bartels Enterprises Inc. dba CB Enterprises
"Toner Cartridge, HP, Black for LaserJet P3015"	"Office Equipment, Accessories and Supplies"	Technology Integration Group
Sack Lunches for Fire Fighters	Food Beverage and Tobacco Products	MILITARY & SHIP SUPPLY HOUSE
Toasted Oat Rings	Food Beverage and Tobacco Products	Christian Bartels Enterprises Inc. dba CB Enterprises
PUGG - The 6 Footer Soccer Goal	"Sports, Recreational Equipment and Supplies and Accessories"	"Sundance Corporate Supply, Inc."
BOE office move in various locations	Furniture and Furnishings	Graebel
Sack lunches to feed firefighters	Food Beverage and Tobacco Products	MILITARY & SHIP SUPPLY HOUSE
17K BLK PRINT CARTRIDGE FOR LASERJET CP4525	"Office Equipment, Accessories and Supplies"	Technology Integration Group
toner cartridge hp64x cc364x	"Office Equipment, Accessories and Supplies"	Technology Integration Group
toner cartridge hp55a ce255a	"Office Equipment, Accessories and Supplies"	Technology Integration Group
"Rice, white long grain"	Food Beverage and Tobacco Products	ABC Ventures LLC
frozen breaded and raw fish	Food Beverage and Tobacco Products	Seafood Dimensions Intn'l Inc.
"Ground Turkey,Raw,Fine Ground Dark Meat"	Food Beverage and Tobacco Products	Christian Bartels Enterprises Inc. dba CB Enterprises
5005B002 Canon Image Formula DR-C125	"Office Equipment, Accessories and Supplies"	"Statestore, Inc"
"Cookies, snickerdoodle"	Food Beverage and Tobacco Products	Prison Industry Authority
Tents for Corpsmembers	"Sports, Recreational Equipment and Supplies and Accessories"	American Recreation Products
"PRUNE, WHOLE PITTED TYPE 1 SMALL SIZE"	Food Beverage and Tobacco Products	Adolph Inc.
Tuna pouches ind	Food Beverage and Tobacco Products	Seafood Dimensions Intn'l Inc.
Food Items for Project 12-9302	Food Beverage and Tobacco Products	Safeway Inc-Vons Division
Week #7/ 1st Qtr produce order	Food Beverage and Tobacco Products	"Superior Produce, Inc."
scan x barrier envelope size 2	"Office Equipment, Accessories and Supplies"	Cloverleaf Distribution Inc
Week #10/ 1st Qtr fresh produce order	Food Beverage and Tobacco Products	"Superior Produce, Inc."
"Chair, Manhattan, Midback, Summit, Fabric"	Furniture and Furnishings	Prison Industry Authority
"Diced Red Peppper, California Girl"	Food Beverage and Tobacco Products	"Anchana International, Inc."
HP 98 BLACK TWIN PACK TONER	"Office Equipment, Accessories and Supplies"	Technology Integration Group
HP 38 Dual pack toner.	"Office Equipment, Accessories and Supplies"	Technology Integration Group
HP 940XL BLACK TONER	"Office Equipment, Accessories and Supplies"	Technology Integration Group
HP 93 TROCOLOR TWIN PACK	"Office Equipment, Accessories and Supplies"	Technology Integration Group
"fish nugget, pollock"	Food Beverage and Tobacco Products	Seafood Dimensions Intn'l Inc.
"BUNS, HOT DOG WHEAT"	Food Beverage and Tobacco Products	Sara Lee (Earthgrains)
"BREAD, WHOLE WHEAT"	Food Beverage and Tobacco Products	Sara Lee (Earthgrains)
Kitchen supplies	Furniture and Furnishings	US Food Service
"BUNS, HAMBURGER WHEAT"	Food Beverage and Tobacco Products	Sara Lee (Earthgrains)
"Madison Task chair, black"	Furniture and Furnishings	Prison Industry Authority
Kensington Sled Base Chair (Tex Black)	Furniture and Furnishings	Department of General Services
Copier Maintenance Svc's	"Office Equipment, Accessories and Supplies"	"UBP-San Luis Obispo, Inc."
"Concourse Bookcase- 59"" H, Slate"	Furniture and Furnishings	Prison Industry Authority
"Beverage Base, Sug Fr"	Food Beverage and Tobacco Products	Christian Bartels Enterprises Inc. dba CB Enterprises
DRESSING ITALIAN INDIVIDUAL SERVING	Food Beverage and Tobacco Products	Christian Bartels Enterprises Inc. dba CB Enterprises
Credenza (Cherry)	Furniture and Furnishings	Department of General Services
"GIS Support for ""Going Fire"""	Furniture and Furnishings	Deer Creek Resources LLC
"Pizza, vegetarian"	Food Beverage and Tobacco Products	Seafood Dimensions Intn'l Inc.
30 lb/cs; differential + $0.3699	Food Beverage and Tobacco Products	Adolph Inc.
Brother DR-400 Black Drum Unit	"Office Equipment, Accessories and Supplies"	THE PRIMARY SOURCE
Madison chair with headrest.	Furniture and Furnishings	3B INDUSTRIES INC
"Cheese, american"	Food Beverage and Tobacco Products	Seacat Enterprises
"Big and Tall Chair, Neutral Posture"	Furniture and Furnishings	"CALIFORNIA OFFICE FURNITURE, INC."
USED TO PROVIDE COVER AND SHADE FOR PERESONNEL	"Sports, Recreational Equipment and Supplies and Accessories"	"A&H Rents, Inc."
Avalon Ergonomic Chaif (Ebony)	Furniture and Furnishings	Department of General Services
Furniture - Sebring loveseats	Furniture and Furnishings	Prison Industry Authority
Excutive desk - 72wx36d - Vanguard Series (Oak)	Furniture and Furnishings	Department of General Services
Concourse Work Table - 60wx24d (Cherry/Carbon)	Furniture and Furnishings	Department of General Services
Modular Systems Furniture	Furniture and Furnishings	Prison Industry Authority
"bagle dogs,bkfst pocket"	Food Beverage and Tobacco Products	The Spaulding Company
Inmate feeding: kosher meals   2nd quar.	Food Beverage and Tobacco Products	Elements Food Group
ink cartridge 28 color	"Office Equipment, Accessories and Supplies"	Technology Integration Group
To provide logistical support for fire personnel	"Sports, Recreational Equipment and Supplies and Accessories"	Intents Emergency Response
"Pie, Pumpkin Individual 3.5oz"	Food Beverage and Tobacco Products	Seacat Enterprises
"Frozen Pie, Pumpkin 9"" Fully Cooked"	Food Beverage and Tobacco Products	Seacat Enterprises
VERTICAL FILE - 6 SHELVES	Furniture and Furnishings	Prison Industry Authority
"Inmate feeding:  cereals, dry    2nd quar."	Food Beverage and Tobacco Products	Christian Bartels Enterprises Inc. dba CB Enterprises
"Inmate feeding:  fruits, canned      2nd quar."	Food Beverage and Tobacco Products	Golden State Provisions INC.
Food for fire fighters on going fire	Food Beverage and Tobacco Products	A & R Butchering
HP Magenta Toner	"Office Equipment, Accessories and Supplies"	Technology Integration Group
Pre-cooked egg rolls	Food Beverage and Tobacco Products	Christian Bartels Enterprises Inc. dba CB Enterprises
Cheese Sauce Mix	Food Beverage and Tobacco Products	KD Foods
long grain and brown rice	Food Beverage and Tobacco Products	ABC Ventures LLC
"Nearly Milk, Dry Non-Fat"	Food Beverage and Tobacco Products	KD Foods
HP Magenta Toner	"Office Equipment, Accessories and Supplies"	Technology Integration Group
HP Magenta Toner	"Office Equipment, Accessories and Supplies"	Technology Integration Group
"frozen, vegtables"	Food Beverage and Tobacco Products	Food Service Systems Inc
"Ice Cream, Assorted Cups"	Food Beverage and Tobacco Products	MENDOZA DISTRIBUTING
Chocolate Sundaes	Food Beverage and Tobacco Products	MENDOZA DISTRIBUTING
HP Magenta Toner	"Office Equipment, Accessories and Supplies"	Technology Integration Group
CYAN TONER CARTRIDGE	"Office Equipment, Accessories and Supplies"	Western Blue Corporation
"Jelly, individual, sugarfree"	Food Beverage and Tobacco Products	Prison Industry Authority
YELLOW TONER CARTRIDGE	"Office Equipment, Accessories and Supplies"	Western Blue Corporation
Inmate feeding: crackers    2nd quar.	Food Beverage and Tobacco Products	ABC Ventures LLC
orange/apple juice	Food Beverage and Tobacco Products	Prison Industry Authority
Italian Dressing	Food Beverage and Tobacco Products	Christian Bartels Enterprises Inc. dba CB Enterprises
subsistence for fire personnel on 16 complex	Food Beverage and Tobacco Products	SYSCO FOOD SERVICES
500 Sheet Paper Tray (included)	"Office Equipment, Accessories and Supplies"	"Smile Business Products, Inc"
Digital Copier/Priter/Scanner	"Office Equipment, Accessories and Supplies"	"Smile Business Products, Inc"
2ND QUARTER FOOD ORDERS	Food Beverage and Tobacco Products	ABC Ventures LLC
"Pressgaurd Report Cover, Blk, #SMD-81132"	"Office Equipment, Accessories and Supplies"	"JustCarla, Inc."
"nking Replacement Pad, #USS-P4750BR"	"Office Equipment, Accessories and Supplies"	"JustCarla, Inc."
Brother Intellifax 4100E Fax Machine	"Office Equipment, Accessories and Supplies"	National Office Solutions
"Toner Cartridge, HP 38A Black"	"Office Equipment, Accessories and Supplies"	Technology Integration Group
"Toner Cartridge, HP 51X Black"	"Office Equipment, Accessories and Supplies"	Technology Integration Group
Potato wedges - frozen	Food Beverage and Tobacco Products	French Fry Xpress
"BEANS, RED, CALIFORNIA, DRY"	Food Beverage and Tobacco Products	INTERSECT USA
"BEANS, PEAS, BLACK-EYED, DRY"	Food Beverage and Tobacco Products	INTERSECT USA
Potato Sliced Bulk Pack	Food Beverage and Tobacco Products	Adolph Inc.
binders mesh files	"Office Equipment, Accessories and Supplies"	"EXPRESS Office Products, Inc."
"BEANS, WHITE, SMALL, DRY"	Food Beverage and Tobacco Products	INTERSECT USA
carrots diced 45lb/cs	Food Beverage and Tobacco Products	Food Service Systems Inc
corn cut 55lb/cs	Food Beverage and Tobacco Products	Food Service Systems Inc
mixed vegitables standard assortment 55lb/cs	Food Beverage and Tobacco Products	Food Service Systems Inc
peas and carrots 55lb/cs	Food Beverage and Tobacco Products	Food Service Systems Inc
green peas 55lb/cs	Food Beverage and Tobacco Products	Food Service Systems Inc
"ink cartridges, toners"	"Office Equipment, Accessories and Supplies"	Technology Integration Group
"Ribbon, Graphics Monochrome Green"	"Office Equipment, Accessories and Supplies"	Henry's Auto Transport
"Roller, Clear Cleaning"	"Office Equipment, Accessories and Supplies"	Henry's Auto Transport
FROZEN CORN TORTILLA	Food Beverage and Tobacco Products	Seafood Dimensions Intn'l Inc.
Box Lunch Meat Men	Food Beverage and Tobacco Products	McGinty Sales Company
Box Lunch Meat Men	Food Beverage and Tobacco Products	McGinty Sales Company
Box Lunch Bagel Dog	Food Beverage and Tobacco Products	McGinty Sales Company
Box Lunch Halal Cheese	Food Beverage and Tobacco Products	McGinty Sales Company
Box Lunch Meat Cheese Men	Food Beverage and Tobacco Products	McGinty Sales Company
peas and carrots 55lb/cs	Food Beverage and Tobacco Products	Food Service Systems Inc
"Roast Beef, Pre Cooked"	Food Beverage and Tobacco Products	CocoBlue
"Inmate feeding: roast beef, frozen   2nd quar."	Food Beverage and Tobacco Products	CocoBlue
Apples red or green	Food Beverage and Tobacco Products	"Superior Produce, Inc."
"HP Laser Jet P4014N, P4015 Series, P4515 Series"	"Office Equipment, Accessories and Supplies"	Technology Integration Group
